1,-128,25
1,-128,25
1,-128,25
2,-128,26
2,-128,26
2,-128,26
2,-128,26
2,-128,25
2,-128,25
2,-128,25
2,-128,25
1,-127,26
1,-127,26
1,-127,26
1,-127,26
3,-128,26
3,-128,26
3,-128,26
3,-128,26
2,-128,25
2,-128,25
2,-128,25
2,-128,25
2,-127,26
2,-127,26
2,-127,26
2,-127,26
2,-127,26
2,-127,26
2,-127,26
3,-127,27
3,-127,27
3,-127,27
3,-127,27
3,-128,26
3,-128,26
3,-128,26
3,-128,26
2,-127,26
2,-127,26
2,-127,26
2,-127,26
1,-128,26
1,-128,26
1,-128,26
1,-128,26
2,-128,27
2,-128,27
2,-128,27
3,-127,25
3,-127,25
3,-127,25
3,-127,25
2,-127,26
2,-127,26
2,-127,26
2,-127,26
2,-127,25
2,-127,25
2,-127,25
2,-127,25
2,-127,27
2,-127,27
2,-127,27
2,-127,27
1,-127,26
1,-127,26
1,-127,26
1,-127,26
2,-127,26
2,-127,26
2,-127,26
2,-127,26
2,-128,25
2,-128,25
2,-128,25
2,-128,25
2,-128,27
2,-128,27
2,-128,27
2,-128,27
2,-127,27
2,-127,27
2,-127,27
2,-127,27
2,-128,25
2,-128,25
2,-128,25
2,-128,25
2,-128,27
2,-128,27
2,-128,27
2,-128,27
2,-129,25
2,-129,25
2,-129,25
2,-129,25
2,-127,27
2,-127,27
2,-127,27
2,-127,27
1,-127,25
1,-127,25
2,-128,25
2,-128,25
2,-128,25
2,-128,25
2,-128,25
2,-128,25
2,-128,25
2,-128,25
2,-128,26
2,-128,26
2,-128,26
2,-128,26
2,-128,26
2,-128,26
2,-128,26
2,-128,26
2,-128,25
2,-128,25
2,-128,25
2,-128,25
2,-127,27
2,-127,27
2,-127,27
2,-127,27
2,-127,26
2,-127,26
2,-127,26
2,-127,26
2,-127,26
2,-127,26
2,-127,26
2,-127,26
2,-127,25
2,-127,25
2,-127,25
2,-127,25
2,-128,26
2,-128,26
2,-128,26
2,-128,26
2,-128,26
2,-128,26
2,-128,26
2,-128,26
1,-128,26
1,-128,26
1,-128,26
2,-128,26
2,-128,26
2,-128,26
2,-128,26
1,-128,25
1,-128,25
1,-128,25
2,-128,26
2,-128,26
2,-128,26
2,-128,26
2,-127,26
2,-127,26
2,-127,26
2,-127,26
1,-128,25
1,-128,25
1,-128,25
1,-128,25
2,-128,27
2,-128,27
2,-128,27
2,-128,27
2,-128,27
2,-128,27
2,-128,27
2,-128,26
2,-128,26
2,-128,26
2,-128,26
1,-128,26
1,-128,26
1,-128,26
1,-128,26
1,-128,26
1,-128,26
1,-128,26
1,-128,26
2,-127,25
2,-127,25
2,-127,25
2,-127,25
2,-128,25
2,-128,25
2,-128,25
2,-128,25
2,-128,26
2,-128,26
2,-128,26
2,-128,26
2,-127,26
2,-127,26
2,-127,26
2,-127,26
2,-127,26
2,-127,26
2,-128,25
2,-128,25
2,-128,25
2,-128,25
2,-128,25
2,-128,25
2,-128,25
2,-128,25
1,-128,26
1,-128,26
1,-128,26
1,-128,26
2,-127,27
2,-127,27
2,-127,27
2,-127,27
2,-128,25
2,-128,25
2,-128,25
2,-128,25
2,-128,26
2,-128,26
2,-128,26
2,-128,26
2,-127,26
2,-127,26
2,-127,26
2,-127,26
2,-127,26
2,-127,26
2,-127,26
2,-127,26
1,-128,26
1,-128,26
1,-128,26
1,-128,26
2,-127,26
2,-127,26
2,-127,26
2,-127,26
3,-128,26
3,-128,26
3,-128,26
3,-128,26
2,-128,25
2,-128,25
2,-128,25
2,-128,25
2,-128,26
2,-128,26
2,-127,26
2,-127,26
2,-127,26
2,-127,26
2,-128,25
2,-128,25
2,-128,25
2,-128,25
2,-128,26
2,-128,26
2,-128,26
2,-128,26
2,-127,27
2,-127,27
2,-127,27
2,-127,27
2,-128,26
2,-128,26
2,-128,26
2,-128,26
2,-128,27
2,-128,27
2,-128,27
2,-128,27
2,-127,27
2,-127,27
2,-127,27
2,-127,27
2,-127,27
2,-127,27
2,-127,27
2,-127,27
2,-127,26
2,-127,26
2,-127,26
2,-127,26
3,-127,26
3,-127,26
3,-127,26
3,-127,26
3,-127,26
3,-127,26
3,-127,26
3,-127,26
2,-128,26
2,-128,26
2,-128,26
2,-128,26
1,-128,26
1,-128,26
1,-128,26
1,-129,25
1,-129,25
1,-129,25
1,-129,25
2,-128,26
2,-128,26
2,-128,26
2,-128,26
2,-128,25
2,-128,25
2,-128,25
2,-128,25
1,-128,27
1,-128,27
1,-128,27
1,-128,26
1,-128,26
1,-128,26
1,-128,26
2,-128,27
2,-128,27
2,-128,27
2,-128,27
1,-128,26
1,-128,26
1,-128,26
1,-128,26
1,-128,26
1,-128,26
1,-128,26
2,-128,26
2,-128,26
2,-128,26
2,-128,26
2,-128,25
2,-128,25
2,-128,25
2,-128,25
2,-128,26
2,-128,26
2,-128,26
2,-128,26
1,-127,25
1,-127,25
1,-127,25
1,-127,25
2,-128,25
2,-128,25
2,-128,25
2,-128,25
2,-128,26
2,-128,26
2,-128,26
2,-128,26
2,-128,26
2,-128,26
2,-128,26
2,-127,26
2,-127,26
